sample_id,source_row_id,time,line_id,line_name,station_id,station_name,inflow_30m,outflow_30m,crowding,congestion,weather,temperature,online_vehicle,total_vehicle,headway,is_peak,pressure_score,dispatch_action,priority,confidence,reason,status
S0438,-1,2024-04-07 06:50:00,14cb7122f64146b02a21c2c791af904d,102路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,217,158,0.895,0.939,大雪,25.9,17,20,18.2,1,8.456332940019665,user_diversion,low,0.5,模型未给出明确说明,ok
S0439,-1,2024-04-07 08:43:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,91272eda9927c4862979e668d0295d1f,协信花园,106,76,0.935,0.963,雷阵雨,6.7,7,8,21.8,1,8.455557718780728,user_diversion,low,0.5,模型未给出明确说明,ok
S0440,-1,2024-04-07 15:10:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,67e9fe2aa29b3d134d94f485d0de324a,三机关,208,53,0.948,0.813,暴雨,18.7,15,17,24.8,1,8.454288102261554,user_diversion,low,0.5,模型未给出明确说明,ok
S0441,-1,2024-04-07 12:34:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,87,26,1.0,0.96,雷阵雨,14.3,7,8,15.7,1,8.453366764995083,user_diversion,low,0.5,模型未给出明确说明,ok
S0442,-1,2024-04-07 10:11:00,2784f60394214283364aa4321717a939,104路,9ffe2c86a9bbba8a37e36284ac7d7b96,易家坝,150,115,0.92,0.875,暴雨,15.4,12,14,27.9,1,8.452858407079647,user_diversion,low,0.5,模型未给出明确说明,ok
S0443,-1,2024-04-07 19:29:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,fe24e7558457ffb3668f9b88e6746382,奥体中心,150,55,1.0,0.882,雷阵雨,19.8,12,14,17.1,1,8.452258407079647,user_diversion,low,0.5,模型未给出明确说明,ok
S0444,-1,2024-04-07 20:29:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,13b2c5d60d504291bd137e06cc6a766d,江东花苑,130,30,0.952,0.852,暴雨,14.1,12,14,28.1,1,8.45205506391347,user_diversion,low,0.5,模型未给出明确说明,ok
S0445,-1,2024-04-07 07:42:00,d288657336e08c8f69db3df62d8f24c1,107B路,d78c756ab6b09b5e32c3a9489970b6a7,人民医院,186,43,0.91,0.944,雷阵雨,29.4,8,9,18.7,1,8.451859980334316,user_diversion,low,0.5,模型未给出明确说明,ok
S0446,-1,2024-04-07 10:05:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,174,78,1.0,0.803,大雨,30.6,15,17,22.5,1,8.45155575221239,user_diversion,low,0.5,模型未给出明确说明,ok
S0447,-1,2024-04-07 14:06:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,566b03152a15562132d0e21811e08915,中天广场,194,121,1.0,0.845,大雨,6.9,16,17,16.3,1,8.450425762045231,user_diversion,low,0.5,模型未给出明确说明,ok
S0448,-1,2024-04-07 12:43:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,173,108,0.919,0.884,雷阵雨,24.9,13,14,24.7,1,8.449632251720747,user_diversion,low,0.5,模型未给出明确说明,ok
S0449,-1,2024-04-07 21:29:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,175,36,0.966,0.912,暴雨,16.9,15,17,15.8,1,8.44947925270403,user_diversion,low,0.5,模型未给出明确说明,ok
S0450,-1,2024-04-07 22:24:00,14cb7122f64146b02a21c2c791af904d,102路,b3a4a450c421c8eae38cfd4850b22ea1,大华公寓,282,192,0.894,0.806,暴雨,19.0,17,20,24.7,1,8.449182694198623,user_diversion,low,0.5,模型未给出明确说明,ok
S0451,-1,2024-04-07 14:23:00,31f975ac1fa38166b5ca3eb552503516,206路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,148,76,0.966,0.891,大雨,16.9,11,14,20.5,1,8.447989183874139,user_diversion,low,0.5,模型未给出明确说明,ok
S0452,-1,2024-04-07 22:48:00,c2b333726a91ce0fb6190c8e428177d5,101路,eaa33713ea5567ae15d489abd052d999,公安局,134,66,0.979,0.936,雷阵雨,14.5,16,19,15.8,1,8.447971288102261,user_diversion,low,0.5,模型未给出明确说明,ok
S0453,-1,2024-04-07 10:37:00,31f975ac1fa38166b5ca3eb552503516,206路,21005f637bb21f043583d75ba127a3c2,兴华花园,168,106,0.874,0.977,大雪,26.3,12,14,21.5,1,8.446059193706981,user_diversion,low,0.5,模型未给出明确说明,ok
S0454,-1,2024-04-07 21:18:00,21c4fd80af0c3078a9bd828c0a66a048,202路,97829a59879c4da2fd4d3497526a7c7a,人武部,243,191,0.907,0.903,暴雨,5.2,16,19,17.2,1,8.446032841691249,user_diversion,low,0.5,模型未给出明确说明,ok
S0455,-1,2024-04-07 10:30:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,abb796ab1c56bf68b73a41b1e8721022,新大兴,216,147,0.954,0.839,暴雨,25.0,15,17,20.3,1,8.4459872173058,user_diversion,low,0.5,模型未给出明确说明,ok
S0456,-1,2024-04-07 20:19:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,119,56,0.955,0.968,暴雨,13.7,8,8,17.0,1,8.444652114060963,user_diversion,low,0.5,模型未给出明确说明,ok
S0457,-1,2024-04-07 08:55:00,14cb7122f64146b02a21c2c791af904d,102路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,174,86,0.945,0.903,暴雨,18.7,18,20,19.1,1,8.442000196656835,user_diversion,low,0.5,模型未给出明确说明,ok
S0458,-1,2024-04-07 11:03:00,d288657336e08c8f69db3df62d8f24c1,107B路,16f2fe2ff2b9cfc296f58e44ff01bb00,金帝服装厂,246,62,0.885,0.818,大雪,26.6,8,9,27.9,1,8.44184778761062,user_diversion,low,0.5,模型未给出明确说明,ok
S0459,-1,2024-04-07 16:41:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,155,53,1.0,0.864,暴雨,26.5,13,14,17.9,1,8.44149813176008,user_diversion,low,0.5,模型未给出明确说明,ok
S0460,-1,2024-04-07 22:41:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,77e5c0b74c44c9c243d16961e8a5cbda,大修厂,161,75,0.945,0.85,大雨,28.1,12,14,25.6,1,8.441083579154375,user_diversion,low,0.5,模型未给出明确说明,ok
S0461,-1,2024-04-07 12:50:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,6804f20d9758b3a91029d424dfa1daeb,高笋塘,244,66,0.966,0.837,大雪,19.7,18,22,15.9,1,8.43935634218289,user_diversion,low,0.5,模型未给出明确说明,ok
S0462,-1,2024-04-07 10:20:00,d288657336e08c8f69db3df62d8f24c1,107B路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,213,95,0.871,0.886,雷阵雨,28.2,8,9,26.1,1,8.439238938053098,user_diversion,low,0.5,模型未给出明确说明,ok
S0463,-1,2024-04-07 23:22:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,1728188a4355d1263bb2fb3b086c3429,三中院,190,138,0.9,0.882,大雨,24.5,7,8,25.1,1,8.438531760078662,user_diversion,low,0.5,模型未给出明确说明,ok
S0464,-1,2024-04-07 23:14:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,129,69,0.918,0.89,暴雨,8.2,13,14,28.1,1,8.43824267453294,user_diversion,low,0.5,模型未给出明确说明,ok
S0465,-1,2024-04-07 09:40:00,14cb7122f64146b02a21c2c791af904d,102路,abb796ab1c56bf68b73a41b1e8721022,新大兴,161,125,0.984,0.811,暴雨,12.4,17,20,24.4,1,8.43781691248771,user_diversion,low,0.5,模型未给出明确说明,ok
S0466,-1,2024-04-07 14:50:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,97829a59879c4da2fd4d3497526a7c7a,人武部,170,80,0.947,0.868,大雪,11.0,7,8,22.5,1,8.437306194690265,user_diversion,low,0.5,模型未给出明确说明,ok
S0467,-1,2024-04-07 10:39:00,14cb7122f64146b02a21c2c791af904d,102路,d9cdef6aab1d2755e902a75df225c7d7,江东师院,118,75,0.977,0.914,暴雨,15.3,17,20,19.3,1,8.436350835791544,user_diversion,low,0.5,模型未给出明确说明,ok
S0468,-1,2024-04-07 06:18:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,9ffe2c86a9bbba8a37e36284ac7d7b96,易家坝,178,88,0.954,0.908,雷阵雨,26.9,11,14,16.7,1,8.433716420845624,user_diversion,low,0.5,模型未给出明确说明,ok
S0469,-1,2024-04-07 06:43:00,c2b333726a91ce0fb6190c8e428177d5,101路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,154,110,0.927,0.961,雷阵雨,5.5,16,19,17.2,1,8.432730186823992,user_diversion,low,0.5,模型未给出明确说明,ok
S0470,-1,2024-04-07 20:45:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,34a208df009da83091ee5c7786f9a127,十八中,171,72,0.919,0.849,大雪,7.9,14,17,27.5,1,8.430429695181907,user_diversion,low,0.5,模型未给出明确说明,ok
S0471,-1,2024-04-07 20:48:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,37f9b6342afd28b250930f1365636352,四环明珠,279,169,0.875,0.807,暴雨,13.0,7,8,26.4,1,8.429323303834808,user_diversion,low,0.5,模型未给出明确说明,ok
S0472,-1,2024-04-07 08:34:00,c2b333726a91ce0fb6190c8e428177d5,101路,c168834e7938208f9b8b7137ba4db325,泽胜温泉城,150,83,0.935,0.939,雷阵雨,16.1,15,19,18.6,1,8.42899174041298,user_diversion,low,0.5,模型未给出明确说明,ok
S0473,-1,2024-04-07 09:14:00,c2b333726a91ce0fb6190c8e428177d5,101路,6e0ad44c3f0a9d2f3209659f40eb74b9,蒿枝坝,212,92,0.953,0.808,暴雨,12.0,17,19,23.1,1,8.4283598820059,user_diversion,low,0.5,模型未给出明确说明,ok
S0474,-1,2024-04-07 13:22:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,206,131,0.981,0.817,大雨,9.9,20,22,19.2,1,8.426618879056047,user_diversion,low,0.5,模型未给出明确说明,ok
S0475,-1,2024-04-07 21:22:00,d288657336e08c8f69db3df62d8f24c1,107B路,1728188a4355d1263bb2fb3b086c3429,三中院,200,130,0.902,0.814,雷阵雨,19.2,8,9,30.0,1,8.425544542772862,user_diversion,low,0.5,模型未给出明确说明,ok
S0476,-1,2024-04-07 19:34:00,14cb7122f64146b02a21c2c791af904d,102路,544def4a48190c41c3d652d624d0946d,步阳路口,129,64,0.952,0.96,雷阵雨,18.5,17,20,16.3,1,8.425220452310716,user_diversion,low,0.5,模型未给出明确说明,ok
S0477,-1,2024-04-07 19:44:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,eaa33713ea5567ae15d489abd052d999,公安局,218,168,0.901,0.802,暴雨,26.6,12,14,29.5,1,8.425056440511307,user_diversion,low,0.5,模型未给出明确说明,ok
S0478,-1,2024-04-07 22:21:00,21c4fd80af0c3078a9bd828c0a66a048,202路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,170,81,0.945,0.886,大雪,28.7,17,19,20.4,1,8.424639528023599,user_diversion,low,0.5,模型未给出明确说明,ok
S0479,-1,2024-04-07 06:25:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,ab7d34b4451981c825686277f734aa4b,万达停车场,151,34,0.885,0.941,暴雨,20.3,12,14,24.4,1,8.424493018682398,user_diversion,low,0.5,模型未给出明确说明,ok
S0480,-1,2024-04-07 21:33:00,c2b333726a91ce0fb6190c8e428177d5,101路,72e69340d0d9f8445501e2557deceaf6,党校,117,50,0.991,0.881,暴雨,29.9,17,19,20.3,1,8.422960668633236,user_diversion,low,0.5,模型未给出明确说明,ok
S0481,-1,2024-04-07 07:02:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,566b03152a15562132d0e21811e08915,中天广场,193,48,0.925,0.821,暴雨,9.2,14,17,26.9,1,8.420968928220256,user_diversion,low,0.5,模型未给出明确说明,ok
S0482,-1,2024-04-07 09:28:00,0579abf0fa4403b90a190dbaea38636c,127路,4847a31e8e4b56724a442bed9b002c43,森林公园,154,58,0.877,0.926,雷阵雨,31.3,16,19,26.4,1,8.420174631268438,user_diversion,low,0.5,模型未给出明确说明,ok
S0483,-1,2024-04-07 22:45:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,e59bc529c71f917f694d120f2061d05b,中心医院,251,176,0.895,0.83,暴雨,27.4,13,14,23.9,1,8.418420845624386,user_diversion,low,0.5,模型未给出明确说明,ok
S0484,-1,2024-04-07 12:06:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,e59f1cf49d1626952b32daee51040d78,杨树新村菜市场,76,15,0.989,0.973,大雪,7.0,14,17,15.3,1,8.417941592920354,user_diversion,low,0.5,模型未给出明确说明,ok
S0485,-1,2024-04-07 19:37:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,c32bcb4645490e5d7200359302437cd3,实验中学,154,73,0.954,0.839,暴雨,33.4,21,22,25.2,1,8.41770796460177,user_diversion,low,0.5,模型未给出明确说明,ok
S0486,-1,2024-04-07 20:06:00,14cb7122f64146b02a21c2c791af904d,102路,d9cdef6aab1d2755e902a75df225c7d7,江东师院,177,75,0.873,0.896,大雨,6.1,16,20,27.4,1,8.416081809242872,user_diversion,low,0.5,模型未给出明确说明,ok
S0487,-1,2024-04-07 20:08:00,21c4fd80af0c3078a9bd828c0a66a048,202路,6804f20d9758b3a91029d424dfa1daeb,高笋塘,206,88,0.989,0.821,大雨,30.9,18,19,17.3,1,8.415596656833825,user_diversion,low,0.5,模型未给出明确说明,ok
S0488,-1,2024-04-07 18:03:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,193,116,0.944,0.868,大雨,33.7,20,22,19.5,1,8.413124483775812,user_diversion,low,0.5,模型未给出明确说明,ok
S0489,-1,2024-04-07 23:06:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,130,31,0.967,0.866,大雨,33.1,14,17,23.0,1,8.411521730580137,user_diversion,low,0.5,模型未给出明确说明,ok
S0490,-1,2024-04-07 06:49:00,c2b333726a91ce0fb6190c8e428177d5,101路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,111,23,1.0,0.851,大雪,25.1,15,19,22.2,1,8.411108554572271,user_diversion,low,0.5,模型未给出明确说明,ok
S0491,-1,2024-04-07 22:19:00,21c4fd80af0c3078a9bd828c0a66a048,202路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,234,84,0.899,0.892,大雪,14.9,15,19,18.6,1,8.410632448377582,user_diversion,low,0.5,模型未给出明确说明,ok
S0492,-1,2024-04-07 12:27:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,141,109,0.99,0.802,大雨,15.6,12,14,25.3,1,8.41056912487709,user_diversion,low,0.5,模型未给出明确说明,ok
S0493,-1,2024-04-07 21:06:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,5b6e6f9a700bcd8f390708f9c39b2552,奥体中心,148,90,1.0,0.866,大雨,21.5,12,14,17.0,1,8.410411406096362,user_diversion,low,0.5,模型未给出明确说明,ok
S0494,-1,2024-04-07 22:11:00,d288657336e08c8f69db3df62d8f24c1,107B路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,235,58,0.873,0.845,大雪,7.1,8,9,26.4,1,8.409978171091446,user_diversion,low,0.5,模型未给出明确说明,ok
S0495,-1,2024-04-07 22:35:00,2784f60394214283364aa4321717a939,104路,abb796ab1c56bf68b73a41b1e8721022,新大兴,200,67,0.925,0.857,大雪,19.7,13,14,22.1,1,8.408988987217306,user_diversion,low,0.5,模型未给出明确说明,ok
S0496,-1,2024-04-07 19:03:00,31f975ac1fa38166b5ca3eb552503516,206路,abb796ab1c56bf68b73a41b1e8721022,新大兴,152,33,0.98,0.821,雷阵雨,16.7,13,14,23.5,1,8.40870540806293,user_diversion,low,0.5,模型未给出明确说明,ok
S0497,-1,2024-04-07 16:32:00,14cb7122f64146b02a21c2c791af904d,102路,051a82a74a8537f06128610f13bea5f4,群安路口,187,70,0.93,0.86,暴雨,10.9,17,20,22.4,1,8.40749459193707,user_diversion,low,0.5,模型未给出明确说明,ok
S0498,-1,2024-04-07 06:22:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,e8d1bd9015e579cc627fa1da18937c02,十五中,95,37,0.989,0.89,大雨,16.6,12,14,21.1,1,8.406265880039332,user_diversion,low,0.5,模型未给出明确说明,ok
S0499,-1,2024-04-07 06:53:00,2784f60394214283364aa4321717a939,104路,72e69340d0d9f8445501e2557deceaf6,党校,131,48,0.868,0.968,雷阵雨,34.6,12,14,25.0,1,8.405378564405114,user_diversion,low,0.5,模型未给出明确说明,ok
S0500,-1,2024-04-07 07:30:00,d288657336e08c8f69db3df62d8f24c1,107B路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,238,166,0.87,0.869,大雨,33.9,8,9,23.8,1,8.40323756145526,user_diversion,low,0.5,模型未给出明确说明,ok
S0501,-1,2024-04-07 15:42:00,d288657336e08c8f69db3df62d8f24c1,107B路,fb7107c695b3c29927b18a0ee86e797a,浪琴屿,126,53,0.978,0.849,大雪,12.2,8,9,23.3,1,8.40273883972468,user_diversion,low,0.5,模型未给出明确说明,ok
S0502,-1,2024-04-07 10:11:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,d8b5de9516c4a746dddaeb57549bdd96,杨柳站,129,53,0.918,0.97,暴雨,13.8,13,14,18.5,1,8.400909341199606,user_diversion,low,0.5,模型未给出明确说明,ok
S0503,-1,2024-04-07 11:34:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,f58fe448b66fd52a6b7a091f09054ebf,杨家花园,143,80,0.96,0.893,大雪,27.5,8,8,19.4,1,8.40008279252704,user_diversion,low,0.5,模型未给出明确说明,ok
S0504,-1,2024-04-07 11:15:00,0579abf0fa4403b90a190dbaea38636c,127路,abb796ab1c56bf68b73a41b1e8721022,新大兴,197,76,0.883,0.893,暴雨,15.9,16,19,23.7,1,8.399507374631268,user_diversion,low,0.5,模型未给出明确说明,ok
S0505,-1,2024-04-07 09:08:00,14cb7122f64146b02a21c2c791af904d,102路,d9cdef6aab1d2755e902a75df225c7d7,江东师院,141,39,0.946,0.871,大雪,14.3,18,20,23.5,1,8.399169124877089,user_diversion,low,0.5,模型未给出明确说明,ok
S0506,-1,2024-04-07 06:53:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,122,76,0.95,0.937,大雨,13.1,14,17,18.3,1,8.397978171091447,user_diversion,low,0.5,模型未给出明确说明,ok
S0507,-1,2024-04-07 09:13:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,f7aeb848e101cfa4978d9503f33fd943,图书馆,204,116,0.996,0.817,雷阵雨,21.3,19,22,16.2,1,8.397527433628317,user_diversion,low,0.5,模型未给出明确说明,ok
S0508,-1,2024-04-07 11:58:00,c2b333726a91ce0fb6190c8e428177d5,101路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,137,92,0.96,0.813,雷阵雨,30.3,15,19,27.8,1,8.397475122910521,user_diversion,low,0.5,模型未给出明确说明,ok
S0509,-1,2024-04-07 14:02:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,185,49,0.95,0.871,暴雨,27.0,12,14,18.5,1,8.39660314650934,user_diversion,low,0.5,模型未给出明确说明,ok
S0510,-1,2024-04-07 08:49:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,103,48,1.0,0.909,大雪,18.1,19,22,16.6,1,8.39656499508358,user_diversion,low,0.5,模型未给出明确说明,ok
S0511,-1,2024-04-07 16:14:00,c2b333726a91ce0fb6190c8e428177d5,101路,77e5c0b74c44c9c243d16961e8a5cbda,大修厂,152,115,0.955,0.831,雷阵雨,10.1,16,19,25.1,1,8.396260963618484,user_diversion,low,0.5,模型未给出明确说明,ok
S0512,-1,2024-04-07 18:16:00,2784f60394214283364aa4321717a939,104路,fb7107c695b3c29927b18a0ee86e797a,浪琴屿,198,127,0.909,0.913,雷阵雨,7.7,12,14,18.1,1,8.394075319567355,user_diversion,low,0.5,模型未给出明确说明,ok
S0513,-1,2024-04-07 14:14:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,d9cdef6aab1d2755e902a75df225c7d7,江东师院,155,96,0.998,0.853,大雪,32.4,12,14,17.1,1,8.3939203539823,user_diversion,low,0.5,模型未给出明确说明,ok
S0514,-1,2024-04-07 14:53:00,2784f60394214283364aa4321717a939,104路,d78c756ab6b09b5e32c3a9489970b6a7,人民医院,153,84,0.91,0.936,大雪,19.0,12,14,20.1,1,8.392362241887906,user_diversion,low,0.5,模型未给出明确说明,ok
S0515,-1,2024-04-07 15:21:00,14cb7122f64146b02a21c2c791af904d,102路,83da1c91a60b0425615225a81a7a2266,水务局,210,84,0.863,0.865,暴雨,16.6,18,20,27.3,1,8.39066843657817,user_diversion,low,0.5,模型未给出明确说明,ok
S0516,-1,2024-04-07 17:45:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,206,91,0.944,0.886,暴雨,5.1,20,22,15.4,1,8.390374434611603,user_diversion,low,0.5,模型未给出明确说明,ok
S0517,-1,2024-04-07 13:54:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,566b03152a15562132d0e21811e08915,中天广场,156,110,1.0,0.841,大雪,10.7,18,22,17.7,1,8.388666076696165,user_diversion,low,0.5,模型未给出明确说明,ok
S0518,-1,2024-04-07 10:27:00,2784f60394214283364aa4321717a939,104路,d78c756ab6b09b5e32c3a9489970b6a7,人民医院,139,77,0.989,0.808,雷阵雨,29.1,13,14,24.0,1,8.387655457227138,user_diversion,low,0.5,模型未给出明确说明,ok
S0519,-1,2024-04-07 19:09:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,5b6e6f9a700bcd8f390708f9c39b2552,奥体中心,161,90,0.936,0.935,大雨,14.0,20,22,15.9,1,8.38732802359882,user_diversion,low,0.5,模型未给出明确说明,ok
S0520,-1,2024-04-07 20:59:00,31f975ac1fa38166b5ca3eb552503516,206路,d78c756ab6b09b5e32c3a9489970b6a7,人民医院,122,55,0.992,0.892,大雪,14.3,13,14,16.9,1,8.385467059980334,user_diversion,low,0.5,模型未给出明确说明,ok
S0521,-1,2024-04-07 20:41:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,838ce30c2b489ac6d46efc8373f8e11f,南门山（重百）,151,42,0.884,0.938,大雪,31.2,13,14,23.0,1,8.383981907571288,user_diversion,low,0.5,模型未给出明确说明,ok
S0522,-1,2024-04-07 06:07:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,5b6e6f9a700bcd8f390708f9c39b2552,奥体中心,214,138,0.919,0.863,大雪,14.0,19,22,19.6,1,8.380806882989184,user_diversion,low,0.5,模型未给出明确说明,ok
S0523,-1,2024-04-07 15:04:00,2784f60394214283364aa4321717a939,104路,6804f20d9758b3a91029d424dfa1daeb,高笋塘,169,52,0.948,0.859,雷阵雨,30.8,12,14,20.7,1,8.378093805309735,user_diversion,low,0.5,模型未给出明确说明,ok
S0524,-1,2024-04-07 09:42:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,21005f637bb21f043583d75ba127a3c2,兴华花园,166,120,0.932,0.822,雷阵雨,16.0,12,14,26.6,1,8.376367748279254,user_diversion,low,0.5,模型未给出明确说明,ok
S0525,-1,2024-04-07 19:52:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,c32bcb4645490e5d7200359302437cd3,实验中学,212,106,0.931,0.871,暴雨,10.4,19,22,17.2,1,8.374248770894788,user_diversion,low,0.5,模型未给出明确说明,ok
S0526,-1,2024-04-07 12:04:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,207,116,0.908,0.888,暴雨,34.3,13,14,18.9,1,8.373964601769913,user_diversion,low,0.5,模型未给出明确说明,ok
S0527,-1,2024-04-07 17:44:00,14cb7122f64146b02a21c2c791af904d,102路,8cdb08e54ac324ab4a3aab6111b88270,泽胜温泉城（西门）,101,42,0.954,0.936,雷阵雨,6.1,18,20,18.9,1,8.373851327433629,user_diversion,low,0.5,模型未给出明确说明,ok
S0528,-1,2024-04-07 11:58:00,21c4fd80af0c3078a9bd828c0a66a048,202路,f7aeb848e101cfa4978d9503f33fd943,图书馆,174,115,0.999,0.818,大雨,7.8,17,19,17.5,1,8.370644641101277,user_diversion,low,0.5,模型未给出明确说明,ok
S0529,-1,2024-04-07 22:17:00,21c4fd80af0c3078a9bd828c0a66a048,202路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,246,56,0.934,0.828,雷阵雨,34.8,17,19,17.5,1,8.369936676499508,user_diversion,low,0.5,模型未给出明确说明,ok
S0530,-1,2024-04-07 16:05:00,2784f60394214283364aa4321717a939,104路,051a82a74a8537f06128610f13bea5f4,群安路口,135,90,0.899,0.892,大雨,5.2,12,14,26.6,1,8.369383677482793,user_diversion,low,0.5,模型未给出明确说明,ok
S0531,-1,2024-04-07 13:23:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,21005f637bb21f043583d75ba127a3c2,兴华花园,172,43,0.973,0.855,暴雨,26.2,13,14,17.2,1,8.36815319567355,user_diversion,low,0.5,模型未给出明确说明,ok
S0532,-1,2024-04-07 09:16:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,838ce30c2b489ac6d46efc8373f8e11f,南门山（重百）,204,96,0.937,0.813,暴雨,8.0,12,14,22.7,1,8.367971878072762,user_diversion,low,0.5,模型未给出明确说明,ok
S0533,-1,2024-04-07 18:39:00,31f975ac1fa38166b5ca3eb552503516,206路,abb796ab1c56bf68b73a41b1e8721022,新大兴,115,28,0.893,0.934,雷阵雨,7.9,13,14,25.1,1,8.36740255653884,user_diversion,low,0.5,模型未给出明确说明,ok
S0534,-1,2024-04-07 13:58:00,c2b333726a91ce0fb6190c8e428177d5,101路,566b03152a15562132d0e21811e08915,中天广场,189,42,0.943,0.832,雷阵雨,27.3,18,19,21.5,1,8.366719370698132,user_diversion,low,0.5,模型未给出明确说明,ok
S0535,-1,2024-04-07 07:00:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,c168834e7938208f9b8b7137ba4db325,泽胜温泉城,118,81,0.927,0.968,暴雨,19.2,14,17,17.1,1,8.366261946902656,user_diversion,low,0.5,模型未给出明确说明,ok
S0536,-1,2024-04-07 17:14:00,0579abf0fa4403b90a190dbaea38636c,127路,97829a59879c4da2fd4d3497526a7c7a,人武部,103,74,0.925,0.924,大雪,19.8,17,19,23.2,1,8.366231661750247,user_diversion,low,0.5,模型未给出明确说明,ok
S0537,-1,2024-04-07 10:20:00,2784f60394214283364aa4321717a939,104路,1728188a4355d1263bb2fb3b086c3429,三中院,206,70,0.854,0.9,大雪,16.1,13,14,24.2,1,8.364729990167158,user_diversion,low,0.5,模型未给出明确说明,ok
