time,line_id,line_name,station_id,station_name,inflow_30m,outflow_30m,crowding,congestion,weather,temperature,online_vehicle,total_vehicle,headway,is_peak
2024-04-07 11:25:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,e59bc529c71f917f694d120f2061d05b,中心医院,218,57,1.0,0.871,暴雨,13.3,18,22,16.6,1
2024-04-07 11:25:00,0579abf0fa4403b90a190dbaea38636c,127路,37f9b6342afd28b250930f1365636352,四环明珠,41,10,0.832,0.691,晴,27.0,19,19,8.0,1
2024-04-07 11:25:00,0579abf0fa4403b90a190dbaea38636c,127路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,55,25,0.608,0.505,小雨,23.4,14,19,11.1,1
2024-04-07 11:25:00,d288657336e08c8f69db3df62d8f24c1,107B路,396c1979928ef81d9d2ccfbd2864a0b3,大塘路口,37,13,0.502,0.701,小雨,34.6,7,9,10.1,1
2024-04-07 11:25:00,d288657336e08c8f69db3df62d8f24c1,107B路,91272eda9927c4862979e668d0295d1f,协信花园,58,29,0.678,0.676,小雨,20.0,7,9,11.1,1
2024-04-07 11:25:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,57,22,0.797,0.728,多云,6.3,18,22,11.0,1
2024-04-07 11:25:00,14cb7122f64146b02a21c2c791af904d,102路,fe24e7558457ffb3668f9b88e6746382,奥体中心,31,16,0.606,0.663,多云,28.3,16,20,9.8,1
2024-04-07 11:25:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,53,33,0.872,0.648,阴,26.6,17,17,9.0,1
2024-04-07 11:25:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,59,26,0.918,0.725,小雨,31.5,14,14,8.5,1
2024-04-07 11:26:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,67,15,0.909,0.767,小雨,5.5,22,22,9.8,1
2024-04-07 11:26:00,21c4fd80af0c3078a9bd828c0a66a048,202路,0747da93e8e62e0df6b0fe4a6e92f78e,图书馆,77,31,0.86,0.683,小雨,27.8,19,19,10.6,1
2024-04-07 11:26:00,14cb7122f64146b02a21c2c791af904d,102路,9ffe2c86a9bbba8a37e36284ac7d7b96,易家坝,7,3,0.444,0.918,阴,33.0,13,20,32.2,0
2024-04-07 11:26:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,645a8797153929d233753577c0a2759f,洗墨路口,15,3,0.637,0.686,小雨,5.5,12,17,9.9,1
2024-04-07 11:26:00,31f975ac1fa38166b5ca3eb552503516,206路,566b03152a15562132d0e21811e08915,中天广场,83,63,0.891,0.671,晴,13.9,14,14,9.6,1
2024-04-07 11:26:00,2784f60394214283364aa4321717a939,104路,396c1979928ef81d9d2ccfbd2864a0b3,大塘路口,31,22,0.521,0.74,阴,20.5,11,14,10.2,1
2024-04-07 11:26:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,8e9f6f74309c8bedf3d317aea394b851,朋乐路口,167,122,0.741,0.587,多云,15.4,10,14,11.2,0
2024-04-07 11:27:00,21c4fd80af0c3078a9bd828c0a66a048,202路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,62,47,0.801,0.791,晴,7.7,19,19,11.0,1
2024-04-07 11:27:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,61,20,0.562,0.502,阴,10.4,13,17,10.2,1
2024-04-07 11:27:00,31f975ac1fa38166b5ca3eb552503516,206路,396c1979928ef81d9d2ccfbd2864a0b3,大塘路口,50,28,0.828,0.609,晴,34.1,14,14,11.4,1
2024-04-07 11:27:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,de1fbcb2a4965c0198d17552e7817649,兴华花园,7,3,0.333,0.988,阴,5.7,6,8,22.2,0
2024-04-07 11:27:00,31f975ac1fa38166b5ca3eb552503516,206路,544def4a48190c41c3d652d624d0946d,步阳路口,57,28,0.669,0.711,小雨,28.7,10,14,11.1,1
2024-04-07 11:27:00,d288657336e08c8f69db3df62d8f24c1,107B路,fab859ef347c3152b7c1b1c576d51220,人武部,184,73,0.994,0.803,雷阵雨,8.7,8,9,17.5,0
2024-04-07 11:28:00,14cb7122f64146b02a21c2c791af904d,102路,cf1b2effc271a229633de5945d3c54b4,城六校（乌江校区）,146,105,0.942,0.464,多云,10.8,15,20,11.6,1
2024-04-07 11:28:00,2784f60394214283364aa4321717a939,104路,21005f637bb21f043583d75ba127a3c2,兴华花园,18,8,0.433,0.957,小雨,18.0,11,14,23.8,0
2024-04-07 11:28:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,219,60,0.976,0.869,雷阵雨,28.7,11,14,21.3,0
2024-04-07 11:28:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,fe24e7558457ffb3668f9b88e6746382,奥体中心,37,8,0.624,0.541,阴,23.7,7,8,9.6,1
2024-04-07 11:28:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,c168834e7938208f9b8b7137ba4db325,泽胜温泉城,59,38,0.678,0.581,阴,19.1,11,14,8.2,1
2024-04-07 11:28:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,20,11,0.589,0.905,小雨,34.6,17,22,29.8,0
2024-04-07 11:28:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,43,25,0.954,0.721,阴,16.1,22,22,9.2,1
2024-04-07 11:28:00,21c4fd80af0c3078a9bd828c0a66a048,202路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,254,152,0.937,0.882,大雨,19.2,17,19,23.4,1
2024-04-07 11:28:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,cf1b2effc271a229633de5945d3c54b4,城六校（乌江校区）,196,70,0.779,0.513,多云,13.3,11,17,11.9,1
2024-04-07 11:28:00,31f975ac1fa38166b5ca3eb552503516,206路,6804f20d9758b3a91029d424dfa1daeb,高笋塘,49,27,0.598,0.698,小雨,10.3,11,14,9.9,1
2024-04-07 11:28:00,d288657336e08c8f69db3df62d8f24c1,107B路,de1fbcb2a4965c0198d17552e7817649,兴华花园,309,223,0.954,0.806,暴雨,21.3,9,9,28.5,1
2024-04-07 11:29:00,2784f60394214283364aa4321717a939,104路,77e5c0b74c44c9c243d16961e8a5cbda,大修厂,77,38,0.868,0.677,晴,19.7,14,14,10.5,1
2024-04-07 11:29:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,21,12,0.652,0.513,阴,13.6,17,22,10.5,1
2024-04-07 11:29:00,0579abf0fa4403b90a190dbaea38636c,127路,91272eda9927c4862979e668d0295d1f,协信花园,17,6,0.403,0.973,晴,29.0,13,19,41.1,0
2024-04-07 11:29:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,b3a4a450c421c8eae38cfd4850b22ea1,大华公寓,57,39,0.51,0.61,小雨,22.2,10,14,9.7,1
2024-04-07 11:29:00,21c4fd80af0c3078a9bd828c0a66a048,202路,e59bc529c71f917f694d120f2061d05b,中心医院,58,29,0.588,0.615,小雨,29.2,16,19,9.5,1
2024-04-07 11:29:00,14cb7122f64146b02a21c2c791af904d,102路,203551cf89d7fa9fd6b1028e4e037aa8,南门山（八角井）,160,34,0.866,0.945,大雪,23.8,18,20,20.0,0
2024-04-07 11:29:00,d288657336e08c8f69db3df62d8f24c1,107B路,0747da93e8e62e0df6b0fe4a6e92f78e,图书馆,14,4,0.577,0.953,多云,20.2,7,9,39.5,0
2024-04-07 11:29:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,6e0ad44c3f0a9d2f3209659f40eb74b9,蒿枝坝,65,14,0.844,0.741,小雨,23.0,8,8,11.8,1
2024-04-07 11:29:00,d288657336e08c8f69db3df62d8f24c1,107B路,abb796ab1c56bf68b73a41b1e8721022,新大兴,130,50,0.775,0.505,阴,19.6,7,9,11.3,0
2024-04-07 11:29:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,75,36,0.964,0.722,晴,16.1,8,8,8.2,1
2024-04-07 11:30:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,83da1c91a60b0425615225a81a7a2266,水务局,98,33,0.808,0.552,多云,12.3,5,8,12.5,1
2024-04-07 11:30:00,c2b333726a91ce0fb6190c8e428177d5,101路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,121,47,0.804,0.529,阴,10.2,14,19,14.3,1
2024-04-07 11:30:00,21c4fd80af0c3078a9bd828c0a66a048,202路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,11,5,0.597,0.983,阴,8.0,15,19,26.2,0
2024-04-07 11:30:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,10,3,0.456,0.912,多云,25.6,14,22,36.4,0
2024-04-07 11:30:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,83da1c91a60b0425615225a81a7a2266,水务局,177,104,0.778,0.529,多云,24.3,10,14,14.4,1
2024-04-07 11:30:00,2784f60394214283364aa4321717a939,104路,e1a0eff15de911bb71b27e7341073cd0,南门山（国美）,178,104,0.94,0.514,多云,18.3,9,14,10.2,0
2024-04-07 11:30:00,2784f60394214283364aa4321717a939,104路,abb796ab1c56bf68b73a41b1e8721022,新大兴,74,39,0.804,0.705,多云,23.9,14,14,10.7,1
2024-04-07 11:30:00,31f975ac1fa38166b5ca3eb552503516,206路,6e0ad44c3f0a9d2f3209659f40eb74b9,蒿枝坝,167,106,0.889,0.451,阴,6.3,8,14,11.1,1
2024-04-07 11:30:00,0579abf0fa4403b90a190dbaea38636c,127路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,13,4,0.385,0.958,小雨,8.5,14,19,42.1,0
2024-04-07 11:30:00,2784f60394214283364aa4321717a939,104路,6804f20d9758b3a91029d424dfa1daeb,高笋塘,264,206,1.0,0.903,雷阵雨,21.9,13,14,20.0,1
2024-04-07 11:31:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,eaa33713ea5567ae15d489abd052d999,公安局,10,2,0.452,0.95,多云,12.9,9,14,30.2,0
2024-04-07 11:31:00,d288657336e08c8f69db3df62d8f24c1,107B路,13b2c5d60d504291bd137e06cc6a766d,江东花苑,33,11,0.866,0.704,晴,7.0,9,9,8.9,1
2024-04-07 11:31:00,d288657336e08c8f69db3df62d8f24c1,107B路,37f9b6342afd28b250930f1365636352,四环明珠,199,84,0.949,0.922,雷阵雨,9.7,8,9,25.9,1
2024-04-07 11:31:00,d288657336e08c8f69db3df62d8f24c1,107B路,908495d0e3b05ab3a38965a3e96387aa,黎明路口,132,91,0.954,0.841,暴雨,28.9,7,9,20.3,1
2024-04-07 11:31:00,0579abf0fa4403b90a190dbaea38636c,127路,7590b83cb4649b9bc208d2b94c5cd349,邮政局,9,3,0.492,0.955,阴,31.1,14,19,20.5,0
2024-04-07 11:31:00,2784f60394214283364aa4321717a939,104路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,144,102,0.821,0.432,小雨,34.6,9,14,12.3,1
2024-04-07 11:31:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,ab7d34b4451981c825686277f734aa4b,万达停车场,110,43,0.89,0.854,大雨,16.8,14,17,17.6,0
2024-04-07 11:31:00,0579abf0fa4403b90a190dbaea38636c,127路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,45,30,0.633,0.602,阴,31.1,15,19,8.4,1
2024-04-07 11:31:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,8e9f6f74309c8bedf3d317aea394b851,朋乐路口,18,13,0.337,0.965,小雨,29.5,11,14,31.8,0
2024-04-07 11:31:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,abb796ab1c56bf68b73a41b1e8721022,新大兴,158,110,0.897,0.966,雷阵雨,18.0,15,17,15.6,1
2024-04-07 11:31:00,21c4fd80af0c3078a9bd828c0a66a048,202路,0747da93e8e62e0df6b0fe4a6e92f78e,图书馆,16,5,0.529,0.948,多云,31.5,14,19,38.7,0
2024-04-07 11:31:00,2784f60394214283364aa4321717a939,104路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,26,19,0.733,0.681,多云,31.7,11,14,11.6,1
2024-04-07 11:32:00,c2b333726a91ce0fb6190c8e428177d5,101路,c32bcb4645490e5d7200359302437cd3,实验中学,202,84,1.0,0.831,雷阵雨,5.8,17,19,23.9,1
2024-04-07 11:32:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,c32bcb4645490e5d7200359302437cd3,实验中学,336,147,1.0,0.848,大雨,12.7,12,14,27.4,1
2024-04-07 11:32:00,31f975ac1fa38166b5ca3eb552503516,206路,6804f20d9758b3a91029d424dfa1daeb,高笋塘,67,40,0.8,0.571,多云,19.5,10,14,10.8,1
2024-04-07 11:32:00,21c4fd80af0c3078a9bd828c0a66a048,202路,e59bc529c71f917f694d120f2061d05b,中心医院,147,57,0.951,0.497,小雨,19.6,13,19,13.7,0
2024-04-07 11:32:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,5b6e6f9a700bcd8f390708f9c39b2552,奥体中心,45,14,0.575,0.612,小雨,16.1,7,8,10.1,1
2024-04-07 11:32:00,31f975ac1fa38166b5ca3eb552503516,206路,e65b76b55f4e5eaa894486edf90a6878,森林公园,47,28,0.886,0.723,小雨,28.6,14,14,10.5,1
2024-04-07 11:32:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,fe24e7558457ffb3668f9b88e6746382,奥体中心,189,100,0.975,0.526,阴,29.3,16,22,8.0,0
2024-04-07 11:32:00,2784f60394214283364aa4321717a939,104路,ab7d34b4451981c825686277f734aa4b,万达停车场,18,4,0.481,0.984,多云,28.9,8,14,32.9,0
2024-04-07 11:33:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,94be7727456cfe592dcc3919ba3ab93e,十八中,17,9,0.571,0.973,小雨,9.6,9,14,34.1,0
2024-04-07 11:33:00,c2b333726a91ce0fb6190c8e428177d5,101路,94be7727456cfe592dcc3919ba3ab93e,十八中,70,19,0.823,0.781,小雨,16.4,19,19,9.7,1
2024-04-07 11:33:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,94be7727456cfe592dcc3919ba3ab93e,十八中,30,9,0.635,0.57,小雨,23.9,7,8,11.6,1
2024-04-07 11:33:00,2784f60394214283364aa4321717a939,104路,fe24e7558457ffb3668f9b88e6746382,奥体中心,65,17,0.801,0.659,晴,7.0,10,14,11.9,1
2024-04-07 11:33:00,d288657336e08c8f69db3df62d8f24c1,107B路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,229,169,1.0,0.906,大雪,23.4,8,9,23.1,1
2024-04-07 11:33:00,21c4fd80af0c3078a9bd828c0a66a048,202路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,254,137,0.953,0.919,暴雨,14.3,16,19,17.9,0
2024-04-07 11:33:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,5b6e6f9a700bcd8f390708f9c39b2552,奥体中心,47,23,0.832,0.623,小雨,19.7,22,22,9.4,1
2024-04-07 11:33:00,d288657336e08c8f69db3df62d8f24c1,107B路,544def4a48190c41c3d652d624d0946d,步阳路口,58,31,0.674,0.59,多云,16.0,6,9,10.6,1
2024-04-07 11:33:00,c2b333726a91ce0fb6190c8e428177d5,101路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,44,8,0.704,0.571,小雨,27.7,15,19,10.5,1
2024-04-07 11:33:00,0579abf0fa4403b90a190dbaea38636c,127路,203551cf89d7fa9fd6b1028e4e037aa8,南门山（八角井）,30,23,0.572,0.695,多云,34.1,15,19,10.9,1
2024-04-07 11:34:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,52,25,0.938,0.771,小雨,7.4,14,14,11.1,1
2024-04-07 11:34:00,31f975ac1fa38166b5ca3eb552503516,206路,94be7727456cfe592dcc3919ba3ab93e,十八中,26,7,0.518,0.577,阴,25.2,10,14,9.4,1
2024-04-07 11:34:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,d9cdef6aab1d2755e902a75df225c7d7,江东师院,31,10,0.574,0.737,阴,17.8,6,8,9.7,1
2024-04-07 11:34:00,c2b333726a91ce0fb6190c8e428177d5,101路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,43,15,0.754,0.711,多云,24.5,13,19,11.8,1
2024-04-07 11:34:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,77e5c0b74c44c9c243d16961e8a5cbda,大修厂,52,21,0.844,0.746,晴,29.2,17,17,11.0,1
2024-04-07 11:34:00,d288657336e08c8f69db3df62d8f24c1,107B路,ab7d34b4451981c825686277f734aa4b,万达停车场,55,37,0.762,0.541,小雨,21.4,7,9,10.4,1
2024-04-07 11:34:00,14cb7122f64146b02a21c2c791af904d,102路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,141,49,0.934,0.817,暴雨,27.2,17,20,15.2,0
2024-04-07 11:34:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,217,134,1.0,0.847,雷阵雨,31.2,14,17,20.9,1
2024-04-07 11:34:00,2784f60394214283364aa4321717a939,104路,d78c756ab6b09b5e32c3a9489970b6a7,人民医院,194,115,0.883,0.522,多云,30.9,9,14,11.2,1
2024-04-07 11:34:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,f58fe448b66fd52a6b7a091f09054ebf,杨家花园,143,80,0.96,0.893,大雪,27.5,8,8,19.4,1
2024-04-07 11:34:00,31f975ac1fa38166b5ca3eb552503516,206路,051a82a74a8537f06128610f13bea5f4,群安路口,116,48,0.943,0.909,暴雨,19.1,12,14,18.9,1
2024-04-07 11:34:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,eaa33713ea5567ae15d489abd052d999,公安局,169,116,0.844,0.562,晴,24.2,5,8,13.3,0
2024-04-07 11:34:00,d288657336e08c8f69db3df62d8f24c1,107B路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,52,13,0.625,0.569,多云,13.2,7,9,9.3,1
2024-04-07 11:35:00,14cb7122f64146b02a21c2c791af904d,102路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,18,7,0.528,0.969,多云,21.6,15,20,36.0,0
2024-04-07 11:35:00,21c4fd80af0c3078a9bd828c0a66a048,202路,97829a59879c4da2fd4d3497526a7c7a,人武部,49,25,0.909,0.646,晴,27.1,19,19,9.5,1
2024-04-07 11:35:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,e8d1bd9015e579cc627fa1da18937c02,十五中,90,23,0.89,0.489,小雨,10.3,5,8,10.9,1
2024-04-07 11:35:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,838ce30c2b489ac6d46efc8373f8e11f,南门山（重百）,10,5,0.355,0.955,多云,15.4,11,14,31.2,0
2024-04-07 11:35:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,d8b5de9516c4a746dddaeb57549bdd96,杨柳站,147,56,0.751,0.462,晴,9.4,9,14,13.6,1
2024-04-07 11:35:00,2784f60394214283364aa4321717a939,104路,f58fe448b66fd52a6b7a091f09054ebf,杨家花园,104,58,0.863,0.405,多云,17.1,10,14,8.7,1
2024-04-07 11:35:00,d288657336e08c8f69db3df62d8f24c1,107B路,fab859ef347c3152b7c1b1c576d51220,人武部,228,124,0.914,0.518,小雨,34.8,5,9,14.9,1
2024-04-07 11:35:00,d288657336e08c8f69db3df62d8f24c1,107B路,de1fbcb2a4965c0198d17552e7817649,兴华花园,32,22,0.922,0.745,阴,17.7,9,9,9.6,1
2024-04-07 11:35:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,fab859ef347c3152b7c1b1c576d51220,人武部,54,21,0.712,0.677,小雨,27.3,17,22,10.8,1
2024-04-07 11:36:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,203551cf89d7fa9fd6b1028e4e037aa8,南门山（八角井）,54,18,0.935,0.617,多云,24.8,14,14,9.9,1
2024-04-07 11:36:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,171,57,0.885,0.555,晴,28.4,6,8,9.5,1
2024-04-07 11:36:00,21c4fd80af0c3078a9bd828c0a66a048,202路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,83,49,0.979,0.71,阴,13.8,19,19,9.0,1
2024-04-07 11:36:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,67e9fe2aa29b3d134d94f485d0de324a,三机关,30,12,0.578,0.578,小雨,27.3,12,17,11.1,1
2024-04-07 11:36:00,c2b333726a91ce0fb6190c8e428177d5,101路,abb796ab1c56bf68b73a41b1e8721022,新大兴,78,39,0.931,0.685,阴,6.3,19,19,11.4,1
2024-04-07 11:36:00,d288657336e08c8f69db3df62d8f24c1,107B路,4847a31e8e4b56724a442bed9b002c43,森林公园,47,12,0.605,0.609,阴,17.4,7,9,12.0,1
2024-04-07 11:36:00,21c4fd80af0c3078a9bd828c0a66a048,202路,6804f20d9758b3a91029d424dfa1daeb,高笋塘,36,25,0.839,0.649,多云,22.3,19,19,8.5,1
2024-04-07 11:36:00,21c4fd80af0c3078a9bd828c0a66a048,202路,566b03152a15562132d0e21811e08915,中天广场,8,2,0.43,0.985,小雨,24.3,12,19,31.0,0
2024-04-07 11:37:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,fe24e7558457ffb3668f9b88e6746382,奥体中心,7,3,0.633,0.984,晴,14.1,16,22,33.6,0
2024-04-07 11:37:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,b3a4a450c421c8eae38cfd4850b22ea1,大华公寓,45,29,0.799,0.72,多云,13.6,14,14,10.9,1
2024-04-07 11:37:00,14cb7122f64146b02a21c2c791af904d,102路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,109,42,0.97,0.867,雷阵雨,5.2,19,20,17.7,0
2024-04-07 11:37:00,d288657336e08c8f69db3df62d8f24c1,107B路,d8b5de9516c4a746dddaeb57549bdd96,杨柳站,23,11,0.511,0.707,晴,19.9,7,9,8.1,1
2024-04-07 11:37:00,c2b333726a91ce0fb6190c8e428177d5,101路,77e5c0b74c44c9c243d16961e8a5cbda,大修厂,58,23,0.837,0.649,晴,32.7,19,19,8.1,1
2024-04-07 11:37:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,77e5c0b74c44c9c243d16961e8a5cbda,大修厂,38,7,0.522,0.675,阴,34.9,7,8,9.2,1
2024-04-07 11:37:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,f7aeb848e101cfa4978d9503f33fd943,图书馆,338,199,0.989,0.968,暴雨,12.3,19,22,27.3,1
2024-04-07 11:37:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,55,22,0.675,0.716,小雨,14.9,19,22,11.1,1
2024-04-07 11:38:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,e59bc529c71f917f694d120f2061d05b,中心医院,20,13,0.796,0.587,小雨,27.3,11,14,11.8,1
2024-04-07 11:38:00,14cb7122f64146b02a21c2c791af904d,102路,fb7107c695b3c29927b18a0ee86e797a,浪琴屿,57,22,0.756,0.543,阴,32.3,15,20,11.1,1
2024-04-07 11:38:00,0579abf0fa4403b90a190dbaea38636c,127路,e1a0eff15de911bb71b27e7341073cd0,南门山（国美）,19,14,0.617,0.574,多云,10.4,14,19,8.5,1
2024-04-07 11:38:00,14cb7122f64146b02a21c2c791af904d,102路,e59bc529c71f917f694d120f2061d05b,中心医院,112,25,0.778,0.585,阴,9.2,15,20,14.3,0
2024-04-07 11:38:00,0579abf0fa4403b90a190dbaea38636c,127路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,5,1,0.444,0.92,晴,6.0,14,19,29.5,0
2024-04-07 11:38:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,37,14,0.572,0.69,小雨,6.4,10,14,9.2,1
2024-04-07 11:38:00,31f975ac1fa38166b5ca3eb552503516,206路,203551cf89d7fa9fd6b1028e4e037aa8,南门山（八角井）,43,17,0.577,0.569,多云,32.5,11,14,11.0,1
2024-04-07 11:38:00,21c4fd80af0c3078a9bd828c0a66a048,202路,e59bc529c71f917f694d120f2061d05b,中心医院,118,78,0.906,0.844,大雨,14.9,16,19,23.3,1
2024-04-07 11:38:00,14cb7122f64146b02a21c2c791af904d,102路,9ffe2c86a9bbba8a37e36284ac7d7b96,易家坝,61,26,0.857,0.743,晴,21.2,20,20,8.1,1
2024-04-07 11:38:00,2784f60394214283364aa4321717a939,104路,f58fe448b66fd52a6b7a091f09054ebf,杨家花园,47,10,0.56,0.513,阴,11.1,10,14,8.9,1
2024-04-07 11:39:00,d288657336e08c8f69db3df62d8f24c1,107B路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,309,139,1.0,0.948,暴雨,17.8,8,9,25.3,0
2024-04-07 11:39:00,14cb7122f64146b02a21c2c791af904d,102路,645a8797153929d233753577c0a2759f,洗墨路口,39,19,0.753,0.744,阴,29.0,16,20,9.0,1
2024-04-07 11:39:00,0579abf0fa4403b90a190dbaea38636c,127路,67e9fe2aa29b3d134d94f485d0de324a,三机关,70,33,0.754,0.614,多云,7.7,19,19,8.5,1
2024-04-07 11:39:00,0579abf0fa4403b90a190dbaea38636c,127路,fcc535d2cd655625e8835c6f4a092573,罗家花园,233,165,0.951,0.916,大雪,23.5,16,19,23.3,1
2024-04-07 11:39:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,13b2c5d60d504291bd137e06cc6a766d,江东花苑,167,126,0.895,0.828,大雨,24.7,14,17,16.4,1
2024-04-07 11:39:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,f7aeb848e101cfa4978d9503f33fd943,图书馆,51,33,0.79,0.618,多云,34.1,18,22,9.5,1
2024-04-07 11:39:00,c2b333726a91ce0fb6190c8e428177d5,101路,74b4ed846dccb4a0966a1a7dea8cf2c8,电信局,16,8,0.448,0.9,晴,16.0,13,19,42.7,0
2024-04-07 11:39:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,e65b76b55f4e5eaa894486edf90a6878,森林公园,42,24,0.701,0.676,晴,12.3,11,14,9.4,1
2024-04-07 11:39:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,e63f45c0daac5879a1ced5fcc5d140e2,李志沧骨科医院,39,30,0.63,0.743,多云,12.5,6,8,9.2,1
2024-04-07 11:40:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,e59bc529c71f917f694d120f2061d05b,中心医院,29,15,0.828,0.653,多云,9.9,18,22,10.9,1
2024-04-07 11:40:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,26,20,0.679,0.542,多云,14.6,13,17,10.2,1
2024-04-07 11:40:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,13b2c5d60d504291bd137e06cc6a766d,江东花苑,202,129,0.991,0.892,雷阵雨,27.5,14,17,24.7,1
2024-04-07 11:40:00,c2b333726a91ce0fb6190c8e428177d5,101路,94be7727456cfe592dcc3919ba3ab93e,十八中,18,7,0.54,0.94,多云,25.2,13,19,36.6,0
